🇨🇳丨央视频道,#genre#
呼伦贝尔新闻综合,https://live.hrtonline.cn/hls/live001.m3u8
鄂尔多斯新闻综合,http://live.erdszs.org.cn/lsdream/h2mxgj4/1000/live.m3u8
呼伦贝尔生活资讯,https://live.hrtonline.cn/hls/live003.m3u8
鄂尔多斯蒙语综合,http://live.erdszs.org.cn/lsdream/3lZr8dK/1000/live.m3u8
鄂尔多斯经济服务,http://live.erdszs.org.cn/lsdream/ogvfqcp/1000/live.m3u8
鄂托克前旗电视台,http://livehqy.chinamcache.com/live/hqyzb01.m3u8
巴彦淖尔影视娱乐,https://pili-live-hls-bynr.tianma3600.com/bynr/ysyl.m3u8
突泉综合频道,http://pili-live-hls.cyyapp2019.sobeylive.com/cyyapp2019/live160447331668536.m3u8

【重庆】,#genre#
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
德清新闻,http://live.yingxi.tv/channel1/sd/live.m3u8
万州综合频道,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
北仑电视,http://play-sh.quklive.com/live/1626327731714170.m3u8
海盐新闻,http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
大足综合频道,http://218.201.85.71:3170/m3u8
万载综合,http://ls.qingting.fm/live/273.m3u8
万州三峡移民,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
奉化娱乐,http://live1.fhtv.net.cn/shys/sd/live.m3u8
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
德清文化,http://live.yingxi.tv/channel2/sd/live.m3u8
璧山综合频道,http://222.179.42.129:8181/hls1.m3u8
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8
北碚综合频道,http://222.178.181.121:12034/beibei01.m3u8
重庆电信IPTV导视,https://zbxclive.cbg.cn/app_2/ls_105.stream/chunklist.m3u8
海盐新闻,http://lived.dmqhyadmin.com/ds/sd/live.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万盛新闻综合,http://stream0.tv41.ru/live.m3u8
万州科教频道,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
万州影视文艺,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
万州影视文艺,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
奉化新闻,http://live1.fhtv.net.cn/zhzb/sd/live.m3u8
万州科教频道,http://123.146.162.24:8013/tslslive/URetCnP/hls/live_sd.m3u8
万州综合频道,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
江津经济生活,http://222.179.155.21:1935/ch0.m3u8
江津文化旅游,http://222.179.155.21:1935/ch2.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
重庆新闻,http://stream3.xiancity.cn/5/sd/live.m3u8
重庆联通IPTV导视,https://zbxclive.cbg.cn/app_2/ls_106.stream/chunklist.m3u8
万州科教频道,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8
常山新闻,https://hlsv2.quklive.com/live/1621306190044902/index.m3u8
垫江综合频道,http://125.62.24.185:80/1.m3u8
淳安新闻,https://wtmtylive.yunshicloud.com/tbziu1/ad592j.m3u8
万载综合,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8

【广西】,#genre#
上林电视台,http://hls.nntv.cn/nnlive/SLTV_A.m3u8
乐业综合,https://cdn.gdlive.gdmain.com/live/lg36za25.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
马山新闻综合,http://hls.nntv.cn/nnlive/MSTV_A.m3u8
灌阳新闻综合,https://cdn.gdlive.gdmain.com/live/02kzyoy0.m3u8
岑溪综合,https://cdn.gdlive.gdmain.com/live/02kzy3y0.m3u8
天等综合,https://cdn.gdlive.gdmain.com/live/51g1ap75.m3u8
龙州综合,https://cdn.gdlive.gdmain.com/live/5pyxdeb5.m3u8
都安综合,https://live-cdn.gxxw.com/gx/duan/index.m3u8
资源电视台,https://cdn.gdlive.gdmain.com/live/09oz9ba0.m3u8
凭祥综合,https://cdn.gdlive.gdmain.com/live/0myxr890.m3u8
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
博白综合,http://live-cdn.gxxw.com/hls/a22/index.m3u8
来宾综合,https://cdn.gdlive.gdmain.com/live/0myxra90.m3u8
乐业综合,https://live-cdn.gxxw.com/gx/leye/index.m3u8
北海经济科教,https://cdn.gdlive.gdmain.com/live/lnyxz495.m3u8
西林综合,https://cdn.gdlive.gdmain.com/live/lj16xrkl.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
崇左综合,https://cdn.gdlive.gdmain.com/live/lxzydpo5.m3u8
那坡综合,https://cdn.gdlive.gdmain.com/live/l7bxg260.m3u8
北海新闻综合,https://cdn.gdlive.gdmain.com/live/lg36zk25.m3u8
南丹综合,http://hlsv2.quklive.com/live/1638263457563164/index.m3u8
昭平综合,https://live-cdn.gxxw.com/gx/zhaoping/index.m3u8
靖西综合,https://cdn.gdlive.gdmain.com/live/53xzybv5.m3u8
田阳综合,https://cdn.gdlive.gdmain.com/live/0yzvdpr5.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
都安综合,https://cdn.gdlive.gdmain.com/live/lo2xza25.m3u8
灵川综合,https://cdn.gdlive.gdmain.com/live/lbzx2a8l.m3u8
宾阳综合,https://cdn.gdlive.gdmain.com/live/5zzby3v5.m3u8
昭平综合,https://cdn.gdlive.gdmain.com/live/53xzyvv5.m3u8
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8
博白综合,https://live-cdn.gxxw.com/hls/a22/index.m3u8
融水综合,https://cdn.gdlive.gdmain.com/live/lnyxza95.m3u8
田东综合,https://cdn.gdlive.gdmain.com/live/5aj79zp5.m3u8
融水综合,https://live-cdn.gxxw.com/gx/rongshui/index.m3u8
田东综合,https://live-cdn.gxxw.com/gx/tiandong/index.m3u8
桂平综合,https://p2.weizan.cn/1483720625/592579884798131053/live.m3u8
宾阳综合,https://live-cdn.gxxw.com/gx/binyang/index.m3u8
凭祥综合,https://live-cdn.gxxw.com/gx/pingxiang/index.m3u8
龙州综合,https://live-cdn.gxxw.com/gx/longzhou/index.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8
巴马综合,https://cdn.gdlive.gdmain.com/live/5ky6zx60.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8
北海新闻综合,http://njgdmm-wshls.homecdn.com/live/4e8a2.m3u8

【新疆】,#genre#
伊利汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊宁维吾尔语,http://222.81.61.37:9898/out_2/index.m3u8
伊宁汉语综合,http://222.81.61.37:9898/out_1/index.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
伊利经济法治,http://110.153.180.106:55555/out_4/index.m3u8
克拉玛依维语综合,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8
哈密二套,http://stream.hmgbtv.com/hm2/hd/live.m3u8
哈密三套,http://stream.hmgbtv.com/hm3/hd/live.m3u8
新疆卫视,http://39.135.138.59:18890/TVOD/88888910/224/3221225725/index.m3u8
吉木萨尔综合,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8
石河子影视文体,http://124.88.144.73:1935/live/jjsh/playlist.m3u8
克拉玛依汉语综合,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
昭苏汉语,http://p4.weizan.cn/922798105/668907141897737665/live.m3u8
克拉玛依新闻,https://klmyzb.rcsxzx.com/hls/klmy5.m3u8
克拉玛依生活娱乐,https://klmyzb.rcsxzx.com/hls/klmy4.m3u8
昭苏哈语,http://p4.weizan.cn/922798105/014770838249882543/live.m3u8
胡杨河新闻综合,https://klmyzb.rcsxzx.com/hls/qishi1.m3u8
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
塔城市综合,http://p4.weizan.cn/635735175/716981024541808512/live.m3u8
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
哈密一套,http://stream.hmgbtv.com/hm1/hd/live.m3u8
克拉玛依影视剧场,https://klmyzb.rcsxzx.com/hls/klmy3.m3u8
双河影视,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8

【陕西】,#genre#
安康公共频道,https://hls-sxak.sobeylive.com/xjhsyapp2019/sxakggpd.m3u8
安康教育频道,https://hls-sxak.sobeylive.com/xjhsyapp2019/sxakjypd.m3u8
安康新闻频道,https://hls-sxak.sobeylive.com/xjhsyapp2019/sxakzhpd.m3u8
宝鸡新闻综合,http://h5.baojinews.com/m3u8/baojitv1.m3u8
宝鸡新闻综合,http://live.tvbaoji.com:9600/live/live2/800K/tzwj_video.m3u8?auth=855832649489747@6346@61F67E9317723A9A2760B896A213349B
宝鸡经济资讯,http://h5.baojinews.com/m3u8/baojitv2.m3u8
西安丝路,http://stream2.xiancity.cn/xatv5/playlist.m3u8
西安丝路,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
西安乐购购物,http://stream2.xiancity.cn/xatv6/playlist.m3u8
西安乐购购物,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
西安商务资讯,http://stream2.xiancity.cn/xatv3/playlist.m3u8
西安商务资讯,http://stream2.xiancity.cn/xatv3/sd/live.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/playlist.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安新闻综合,http://stream2.xiancity.cn/xatv1/playlist.m3u8
西安新闻综合,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
西安移动电视,http://stream2.xiancity.cn/xatv7/sd/live.m3u8
西安都市,http://stream2.xiancity.cn/xatv2/playlist.m3u8
西安都市,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
陇南公共频道,http://live.lnsbigdata.cn/tv/fe6b6c969c113ed894adea3c4287101a.m3u8
陇南新闻综合,http://live.lnsbigdata.cn/tv/3d2e3db8eea4b52ea1f09f98fa626397.m3u8

【四川】,#genre#
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
四川经济,http://182.151.211.171:808/hls/50/index.m3u8
雅安新闻综合,https://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
宜宾新闻综合,http://p2.weizan.cn/48393/657730224997692923/live.m3u8
南充新闻,https://file.ncntv.com.cn/cms/videos/nmip-media/channellive/channel15/playlist.m3u8
遂宁新闻综合,https://play.sngdxsn.com/live/xwzh/playlist.m3u8
广汉新闻综合,http://live.sctvcloud.com/live/guanghan/playlist.m3u8
会理新闻,http://live.sctvcloud.com/live/huili/playlist.m3u8
大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
盐亭综合,http://live.sctvcloud.com/live/yttv/playlist.m3u8
乐山新闻综合,http://channellive.leshantv.net/live/ch1.flv
安州新闻综合,http://live.sctvcloud.com/live/anzhoutv1/playlist.m3u8
安州新闻综合,http://live.sctvcloud.com/live/anzhoutv1.m3u8
四川乡村,http://182.151.211.171:808/hls/57/index.m3u8
北川电视一套,http://live.sctvcloud.com/live/bcgqlive/playlist.m3u8
广元公共,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
甘孜新闻综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
四川科教,http://182.151.211.171:808/hls/56/index.m3u8
广元综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
金堂电视台,https://p2.weizan.cn/2029575354/132309630725787078/live.m3u8
四川SCTV-7,http://182.151.211.171:808/hls/55/index.m3u8
彭山综合,http://139.9.142.175:8011/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
石渠综合,http://tv.drs.ganzitv.com:8100/channellive/shiqu.flv
自贡公共,http://110.189.153.160:1002/ggpd.flv
南充公共,http://tv.drs.ncntv.com.cn:8100/channellive/ncggpd.flv
自贡综合,http://110.189.153.160:1001/zhpd.flv
甘洛综合,http://live.sctvcloud.com/live/ganluo/playlist.m3u8
南充科教,https://nczbpull.ncntv.com.cn/nctv/2006.m3u8
康定新闻综合,http://tv.drs.ganzitv.com:8100/channellive/kangding.flv
眉山综合,http://live1.scmstv.cn/gqpd/sd/live.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
绵阳公共,http://live.sctvcloud.com/live/mytvgg/playlist.m3u8
雅安雨城,http://m3u8.ycchannel.yatv.tv/cms/videos/nmip-media-yc/channellive/channel1/playlist.m3u8
南充新闻,https://nczbpull.ncntv.com.cn/nctv/2004.m3u8
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
名山公共,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
乐山新闻综合,http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
九寨沟新闻综合,http://live.sctvcloud.com/live/jiuzhai/playlist.m3u8
雅安新闻综合,http://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
石棉综合,http://flv.drs.tv.yatv.tv:8080/channellive/shimian.flv
康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
南充公共,https://file.ncntv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8
乐山公共,http://channellive.leshantv.net/live/ch2.flv
蓬安新闻,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
雅安雨城,http://flv.drs.tv.yatv.tv:8080/channellive/yucheng.flv
龙泉驿新闻综合,http://live.newslqy.com/live/xwpd.m3u8
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
乐山公共,http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel12/playlist.m3u8
凉山_会东综合,http://112.45.133.129:90/live/xwzh.m3u8
武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
剑阁新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
小金综合,http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8
中江新闻综合,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0-0-976848e8ac0eacf503b1e7666d92f4f8
甘孜新闻综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
四川科教,http://3017ugjo.live2.danghongyun.com:80/live/hls/4dc0e927160647a2bd585cb5495810be/3c2126c925204cddb74a3534b97e2765-1.m3u8
荥经综合,http://m3u8channel-yj.wuxianyaan.com/cms/videos/nmip-media-yj/channellive/channel1/playlist.m3u8
自贡综合,https://sczghdl.tianma3600.com/sczg/zhpd.m3u8
茂县综合,http://pili-live-rtmp.scmxtv.com/scmxtv/mxtv.m3u8
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
沙湾综合,http://tvfile.sw.lsrm.org.cn/nmip-media/channellive/channel100064/playlist.m3u8
凉山_会东综合,http://live.schdxww.com:90/live/xwzh.m3u8
沐川综合,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
名山综合,http://m3u8channel-ms.wuxianyaan.com/cms/videos/nmip-media-ms/channellive/channel1/playlist.m3u8
遂宁新闻综合,http://play.sngdxsn.com/live/xwzh/playlist.m3u8
乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8
四川科教,http://3017ugjo.live2.danghongyun.com/live/hls/4dc0e927160647a2bd585cb5495810be/3c2126c925204cddb74a3534b97e2765-1.m3u8
德格综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel5/playlist.m3u8
南充科教,https://file.ncntv.com.cn/cms/videos/nmip-media/channellive/channel13/playlist.m3u8
成都公共,http://v2.91kds.cn/b9/sccdtv.m3u8?fmt=hls&id=sccdtv5hd&auth=rinimabi
绵阳综合,http://live.sctvcloud.com/live/mytvzh/playlist.m3u8
宜宾公共,http://p2.weizan.cn/48393/333752817375588805/live.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
南充新闻,http://tv.drs.ncntv.com.cn:8100/channellive/nczhpd.flv
青川新闻综合,http://live.sctvcloud.com/live/qctv1.m3u8
四川影视,http://182.151.211.171:808/hls/53/index.m3u8
九寨沟新闻综合,http://live.sctvcloud.com/live/jiuzhai.m3u8
江油新闻综合,http://live.sctvcloud.com/live/jiangyou/playlist.m3u8
四川文旅,http://182.151.211.171:808/hls/51/index.m3u8
四川新闻,http://182.151.211.171:808/hls/52/index.m3u8
朝天新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
丹棱新闻综合,http://live.sctvcloud.com/live/danlingrongmei/playlist.m3u8
南充科教,http://tv.drs.ncntv.com.cn:8100/channellive/nckjpd.flv
彭山综合,http://139.9.142.175:8100/channellive/pstv.flv
甘洛综合,http://live.sctvcloud.com/live/ganluo.m3u8
筠连综合,http://118.122.78.172:89/live1/live1.m3u8
平武综合,http://live.sctvcloud.com/live/pwtv/playlist.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
达州公共频道,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
绵阳科技,http://live.sctvcloud.com/live/mytvgg.m3u8
达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
遂宁公共,https://play.sngdxsn.com/live/gggy/playlist.m3u8
达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
西昌综合,http://103.252.251.199:18085/hls/xichangweishi.m3u8
宝兴综合,http://m3u8channel-bx.wuxianyaan.com/cms/videos/nmip-media-bx/channellive/channel11/playlist.m3u8
宣汉新闻综合,https://livepgc.chinamcache.com/pgc/61c37851b08f3f0c0475ceb0c958ff54.m3u8?auth_key=1636720162-0-0-9b69908ac29f39b200b5c8e068723967
金口河综合,http://live.sctvcloud.com/live/jinkouhe/playlist.m3u8
名山综合,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
旺苍新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
青川新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
广元综合,http://tv.dzsm.com:8100/chan/ch1.flv
仁和综合,http://live.sctvcloud.com/live/rhlive/playlist.m3u8
荥经综合,http://m3u8.yjchannel.yatv.tv/cms/videos/nmip-media-yj/channellive/channel1/playlist.m3u8
名山综合,http://m3u8.mschannel.yatv.tv/cms/videos/nmip-media-ms/channellive/channel1/playlist.m3u8
雅安新闻综合,http://flv.drs.tv.yatv.tv:8080/channellive/xinwen.flv
石棉综合,http://m3u8.smchannel.yatv.tv/cms/videos/nmip-media-sm/channellive/channel1/playlist.m3u8
仁寿综合,http://play.scrstv.com/TV/xwzh.m3u8
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
四川卫视,http://112.17.40.220/PLTV/88888888/224/3221231885/index.m3u8
雅安公共,http://flv.drs.tv.yatv.tv:8080/channellive/gonggong.flv
雅安公共,http://flv.drs.tv.yatv.tv:8080/channellive/gonggong.flv
宝兴综合,http://flv.drs.tv.yatv.tv:8080/channellive/baoxingxian.flv
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8
芦山综合,http://m3u8.lschannel.yatv.tv/cms/videos/nmip-media-ls/channellive/channel1/playlist.m3u8
眉山公共,http://live2.scmstv.cn/ggpd/sd/live.m3u8
荥经综合,http://flv.drs.tv.yatv.tv:8080/channellive/yingjing.flv
珙县综合,http://pili-live-hls-cqgx.tianma3600.com/cqgx/ggpd.m3u8
雅安公共,https://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
青神综合,http://lmt.scqstv.com/live1/live1.m3u8
攀枝花文旅生活,http://zb.pzhgd.com:9095/live/ggpd.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
凉山新闻综合,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
雅安雨城,http://m3u8channel-yc.wuxianyaan.com/cms/videos/nmip-media-yc/channellive/channel1/playlist.m3u8
金阳综合,http://live.jyrmtzx.com:8080/live/jyxw.m3u8
雅安公共,http://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
名山综合,http://flv.drs.tv.yatv.tv:8080/channellive/mingshan.flv
马边电视台,http://tvfile.mb.lsrm.org.cn/nmip-media/channellive/channel104860/playlist.m3u8
石棉综合,http://m3u8channel-sm.wuxianyaan.com/cms/videos/nmip-media-sm/channellive/channel1/playlist.m3u8
平昌新闻综合,http://live.sctvcloud.com/live/pingchang/playlist.m3u8
利州综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
宁南新闻综合,http://live.sctvcloud.com/live/ningnantv1/playlist.m3u8
荣县综合,http://play.rongxianwang.net/rxzh/0835.m3u8?auth_key=1625042660-0-0-36e32b9c341e085f53b382e1cdde7a02
凉山彝语频道,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8
峨眉山综合,http://embl.emsyd.jrem.cn:80/tv/ems01.m3u8?auth_key=1624854902-0-0-4c5c643800f475f11a1978be6539ea6c
井研综合,http://tvfile.jy.lsrm.org.cn/cms/videos/nmip-media-jy/channellive/channel3/playlist.m3u8
马边电视台,http://tvfile.mb.lsrm.org.cn/cms/videos/nmip-media/channellive/channel5/playlist.m3u8
沙湾综合,http://tvfile.sw.lsrm.org.cn/cms/videos/nmip-media-sw/channellive/channel1/playlist.m3u8
巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
遂宁公共,http://play.sngdxsn.com/live/gggy/playlist.m3u8
南充公共,https://nczbpull.ncntv.com.cn/nctv/2005.m3u8
成都-2,http://stream.guihet.com/t/cdtv.php?id=2
峨边电视台,http://tvfile.ebrm.lsrm.org.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
旌阳综合,http://live.sctvcloud.com/live/jingyang/playlist.m3u8
蓬溪新闻综合,http://live.sctvcloud.com/live/pengxilive/playlist.m3u8
昭觉综合,http://live.sctvcloud.com/live/zhaojue/playlist.m3u8
冕宁新闻频道,http://live.sctvcloud.com/live/mianning/playlist.m3u8
成都-1,http://stream.guihet.com/t/cdtv.php?id=1
成都-3,http://stream.guihet.com/t/cdtv.php?id=3
纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
昭化综合,http://live.sctvcloud.com/live/zhtv1/playlist.m3u8

【河南】,#genre#
偃师新闻,http://wshls.live.migucloud.com/live/K7AFC7J6_C0/playlist.m3u8
河南都市,http://123.6.9.146/live/jz-henandushi/live.m3u8
焦作教育,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
洛阳文旅,http://wshls.live.migucloud.com/live/G8B61RHW_C0/playlist.m3u8
沁阳新闻综合,http://live.qinyangtv.com:82/channel1/sd/live.m3u8
河南民生,http://media.hndyjyfw.gov.cn/live/jz-henanminsheng/live.m3u8
栾川新闻,http://wshls.live.migucloud.com/live/LVVUJGFD_C0/playlist.m3u8
郑州教育,https://livezzutv.chinamcache.com/live/zb01.m3u8?auth_key=1677911572-0-0-f4af513ba8c09e7801f4700f1573be2c
沁阳文化旅游,http://live.qinyangtv.com:82/channel2/sd/live.m3u8
安阳县新闻综合,http://zhpull.dxhmt.cn:80/anyang/7e3b40563af54e2f9f48e2c67c5d9fab/playlist.m3u8
鹤岗新闻综合,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
洛阳科教,http://wshls.live.migucloud.com/live/3WH8OBTJ_C0/playlist.m3u8
睛彩焦作,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
濮阳公共,http://p4.weizan.cn/596962/573388626766862967/live.m3u8
鹤壁综合,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8
洛阳综合,http://wshls.live.migucloud.com/live/JARXUQWI_C0/playlist.m3u8
嵩县综合新闻,http://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8
洛宁综合,http://wshls.live.migucloud.com/live/WJ1E4VDQ_C0/playlist.m3u8
河南民生,http://123.6.9.146/live/jz-henanminsheng/live.m3u8
汝阳综合,http://wshls.live.migucloud.com/live/U6X3VPCB_C0/playlist.m3u8
安阳公共,http://zhpull.dxhmt.cn:80/anyang/d21bf91860c443caa34c4797d6b0026e/playlist.m3u8

【云南】,#genre#
丘北新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
个旧综合,http://tv.drs.hhtv.cc:8100/channellive/gjdst.flv
云南安宁,http://tv-live.ynkmit.com/tv/anning.m3u8
昆明科学教育,https://devlivepull.migucloud.com/live/ZBXWIMTD_C0_2.flv
昆明新闻综合,https://devlivepull.migucloud.com/live/01YCQY7M_C0.flv
昆明经济生活,https://devlivepull.migucloud.com/live/JT9JEQ54_C0_2.flv
盈江综合,http://live.ynurl.com/video/s10016-yjtv1/index.m3u8
盈江综合,http://live.ynurl.com/video/s10016-YJTV-2/index.m3u8
昆明经济生活,http://wshls.live.migucloud.com/live/JT9JEQ54_C0_2/playlist.m3u8
绿春综合,http://live.ynurl.com/video/s10042-LCTV/index.m3u8
峨山电视,http://live.ynurl.com/video/s10034-ESTV/index.m3u8
梁河综合,http://live.ynurl.com/video/s10032-lhtv/index.m3u8
昆明新闻综合,http://wshls.live.migucloud.com/live/01YCQY7M_C0/playlist.m3u8
